data,cod_prov,pro_com_t,provincia,comune,vaccinati,immunizzati,target
2021-12-08,84,084001,Agrigento,Agrigento,45191,44200,50805
2021-12-08,84,084002,Agrigento,Alessandria della Rocca,2083,2040,2430
2021-12-08,84,084003,Agrigento,Aragona,7354,7214,8182
2021-12-08,84,084004,Agrigento,Bivona,2702,2647,3115
2021-12-08,84,084005,Agrigento,Burgio,2127,2107,2365
2021-12-08,84,084006,Agrigento,Calamonaci,910,899,1123
2021-12-08,84,084007,Agrigento,Caltabellotta,2664,2592,3097
2021-12-08,84,084008,Agrigento,Camastra,1478,1430,1806
2021-12-08,84,084009,Agrigento,Cammarata,4807,4700,5377
2021-12-08,84,084010,Agrigento,Campobello di Licata,7178,7025,8375
2021-12-08,84,084011,Agrigento,Canicattì,25569,24929,30895
2021-12-08,84,084012,Agrigento,Casteltermini,6006,5917,6905
2021-12-08,84,084013,Agrigento,Castrofilippo,1922,1877,2390
2021-12-08,84,084014,Agrigento,Cattolica Eraclea,2573,2507,3115
2021-12-08,84,084015,Agrigento,Cianciana,2652,2583,2996
2021-12-08,84,084016,Agrigento,Comitini,764,743,800
2021-12-08,84,084017,Agrigento,Favara,25246,24517,28912
2021-12-08,84,084018,Agrigento,Grotte,4264,4218,4836
2021-12-08,84,084019,Agrigento,Joppolo Giancaxio,858,848,1019
2021-12-08,84,084020,Agrigento,Lampedusa e Linosa,4697,4497,5747
2021-12-08,84,084021,Agrigento,Licata,24864,23884,31799
2021-12-08,84,084022,Agrigento,Lucca Sicula,1409,1379,1530
2021-12-08,84,084023,Agrigento,Menfi,9366,9126,10886
2021-12-08,84,084024,Agrigento,Montallegro,1849,1811,2167
2021-12-08,84,084025,Agrigento,Montevago,2233,2188,2528
2021-12-08,84,084026,Agrigento,Naro,5421,5268,6554
2021-12-08,84,084027,Agrigento,Palma di Montechiaro,14444,13857,18884
2021-12-08,84,084028,Agrigento,Porto Empedocle,11985,11674,14243
2021-12-08,84,084029,Agrigento,Racalmuto,5905,5787,6942
2021-12-08,84,084030,Agrigento,Raffadali,9855,9606,11105
2021-12-08,84,084031,Agrigento,Ravanusa,7167,6945,9735
2021-12-08,84,084032,Agrigento,Realmonte,3445,3342,3939
2021-12-08,84,084033,Agrigento,Ribera,13716,13369,16242
2021-12-08,84,084034,Agrigento,Sambuca di Sicilia,4574,4452,5034
2021-12-08,84,084035,Agrigento,San Biagio Platani,2373,2296,2738
2021-12-08,84,084036,Agrigento,San Giovanni Gemini,6026,5882,6925
2021-12-08,84,084037,Agrigento,Santa Elisabetta,1756,1710,1986
2021-12-08,84,084038,Agrigento,Santa Margherita di Belice,4870,4761,5632
2021-12-08,84,084039,Agrigento,Sant'Angelo Muxaro,928,904,1092
2021-12-08,84,084040,Agrigento,Santo Stefano Quisquina,3532,3453,3940
2021-12-08,84,084041,Agrigento,Sciacca,32403,31998,35163
2021-12-08,84,084042,Agrigento,Siculiana,3217,3148,3836
2021-12-08,84,084043,Agrigento,Villafranca Sicula,1093,1070,1215
2021-12-08,85,085001,Caltanissetta,Acquaviva Platani,780,763,816
2021-12-08,85,085002,Caltanissetta,Bompensiere,434,418,478
2021-12-08,85,085003,Caltanissetta,Butera,2902,2793,3902
2021-12-08,85,085004,Caltanissetta,Caltanissetta,45696,44483,53659
2021-12-08,85,085005,Caltanissetta,Campofranco,2108,2063,2594
2021-12-08,85,085006,Caltanissetta,Delia,2906,2820,3564
2021-12-08,85,085007,Caltanissetta,Gela,49256,46642,63754
2021-12-08,85,085008,Caltanissetta,Marianopoli,1147,1054,1545
2021-12-08,85,085009,Caltanissetta,Mazzarino,8020,7585,10169
2021-12-08,85,085010,Caltanissetta,Milena,2345,2291,2617
2021-12-08,85,085011,Caltanissetta,Montedoro,1133,1110,1332
2021-12-08,85,085012,Caltanissetta,Mussomeli,8157,8075,9169
2021-12-08,85,085013,Caltanissetta,Niscemi,17897,17158,22738
2021-12-08,85,085014,Caltanissetta,Resuttano,1506,1471,1679
2021-12-08,85,085015,Caltanissetta,Riesi,7543,7268,9636
2021-12-08,85,085016,Caltanissetta,San Cataldo,16395,15943,18658
2021-12-08,85,085017,Caltanissetta,Santa Caterina Villarmosa,3884,3802,4485
2021-12-08,85,085018,Caltanissetta,Serradifalco,4459,4339,5203
2021-12-08,85,085019,Caltanissetta,Sommatino,4934,4813,5944
2021-12-08,85,085020,Caltanissetta,Sutera,1025,1017,1152
2021-12-08,85,085021,Caltanissetta,Vallelunga Pratameno,2340,2238,2925
2021-12-08,85,085022,Caltanissetta,Villalba,1097,1063,1356
2021-12-08,87,087001,Catania,Aci Bonaccorsi,2456,2362,3145
2021-12-08,87,087002,Catania,Aci Castello,12388,11979,15976
2021-12-08,87,087003,Catania,Aci Catena,18280,17527,24380
2021-12-08,87,087005,Catania,Aci Sant'Antonio,11970,11463,15690
2021-12-08,87,087004,Catania,Acireale,35592,34175,45713
2021-12-08,87,087006,Catania,Adrano,22246,21181,29492
2021-12-08,87,087007,Catania,Belpasso,18039,17303,23880
2021-12-08,87,087008,Catania,Biancavilla,16481,15880,19977
2021-12-08,87,087009,Catania,Bronte,13778,13323,16520
2021-12-08,87,087010,Catania,Calatabiano,3569,3441,4647
2021-12-08,87,087011,Catania,Caltagirone,27860,27319,32208
2021-12-08,87,087012,Catania,Camporotondo Etneo,3056,2888,4264
2021-12-08,87,087013,Catania,Castel di Iudica,2923,2776,3947
2021-12-08,87,087014,Catania,Castiglione di Sicilia,2177,2072,2717
2021-12-08,87,087015,Catania,Catania,233812,224225,262651
2021-12-08,87,087016,Catania,Fiumefreddo di Sicilia,6191,5937,8226
2021-12-08,87,087017,Catania,Giarre,18896,18169,23989
2021-12-08,87,087018,Catania,Grammichele,9174,8892,11395
2021-12-08,87,087019,Catania,Gravina di Catania,16103,15562,22518
2021-12-08,87,087020,Catania,Licodia Eubea,2153,2081,2681
2021-12-08,87,087021,Catania,Linguaglossa,3776,3663,4611
2021-12-08,87,087022,Catania,Maletto,2913,2837,3289
2021-12-08,87,087057,Catania,Maniace,2371,2237,3174
2021-12-08,87,087023,Catania,Mascali,9352,8927,12382
2021-12-08,87,087024,Catania,Mascalucia,20119,19308,27107
2021-12-08,87,087056,Catania,Mazzarrone,2923,2820,3425
2021-12-08,87,087025,Catania,Militello in Val di Catania,4872,4740,6287
2021-12-08,87,087026,Catania,Milo,778,766,943
2021-12-08,87,087027,Catania,Mineo,3442,3342,4219
2021-12-08,87,087028,Catania,Mirabella Imbaccari,3132,2990,3920
2021-12-08,87,087029,Catania,Misterbianco,29824,28465,42599
2021-12-08,87,087030,Catania,Motta Sant'Anastasia,7746,7434,10564
2021-12-08,87,087031,Catania,Nicolosi,4880,4631,6633
2021-12-08,87,087032,Catania,Palagonia,10358,9831,14012
2021-12-08,87,087033,Catania,Paternò,31319,29955,40370
2021-12-08,87,087034,Catania,Pedara,9162,8773,12811
2021-12-08,87,087035,Catania,Piedimonte Etneo,2698,2611,3630
2021-12-08,87,087036,Catania,Raddusa,2074,1982,2579
2021-12-08,87,087058,Catania,Ragalna,2463,2376,3612
2021-12-08,87,087037,Catania,Ramacca,7350,7017,9184
2021-12-08,87,087038,Catania,Randazzo,7594,7315,9496
2021-12-08,87,087039,Catania,Riposto,9586,9189,12627
2021-12-08,87,087040,Catania,San Cono,1835,1765,2265
2021-12-08,87,087041,Catania,San Giovanni la Punta,15652,15155,20274
2021-12-08,87,087042,Catania,San Gregorio di Catania,8076,7853,10181
2021-12-08,87,087043,Catania,San Michele di Ganzaria,2140,2054,2816
2021-12-08,87,087044,Catania,San Pietro Clarenza,4942,4721,6836
2021-12-08,87,087047,Catania,Santa Maria di Licodia,4721,4540,6459
2021-12-08,87,087048,Catania,Santa Venerina,5600,5341,7499
2021-12-08,87,087045,Catania,Sant'Agata li Battiati,6404,6250,8408
2021-12-08,87,087046,Catania,Sant'Alfio,1050,1013,1381
2021-12-08,87,087049,Catania,Scordia,12431,12081,14584
2021-12-08,87,087050,Catania,Trecastagni,7400,7065,9795
2021-12-08,87,087051,Catania,Tremestieri Etneo,13201,12761,17781
