data,cod_prov,pro_com_t,provincia,comune,vaccinati,immunizzati,target
2021-12-15,84,084001,Agrigento,Agrigento,45358,44318,53889
2021-12-15,84,084002,Agrigento,Alessandria della Rocca,2041,1996,2491
2021-12-15,84,084003,Agrigento,Aragona,7275,7156,8617
2021-12-15,84,084004,Agrigento,Bivona,2675,2627,3230
2021-12-15,84,084005,Agrigento,Burgio,2101,2076,2437
2021-12-15,84,084006,Agrigento,Calamonaci,901,883,1165
2021-12-15,84,084007,Agrigento,Caltabellotta,2652,2577,3211
2021-12-15,84,084008,Agrigento,Camastra,1451,1407,1854
2021-12-15,84,084009,Agrigento,Cammarata,4789,4672,5720
2021-12-15,84,084010,Agrigento,Campobello di Licata,7161,7005,8897
2021-12-15,84,084011,Agrigento,Canicattì,25339,24676,32857
2021-12-15,84,084012,Agrigento,Casteltermini,5985,5898,7278
2021-12-15,84,084013,Agrigento,Castrofilippo,1903,1863,2527
2021-12-15,84,084014,Agrigento,Cattolica Eraclea,2556,2490,3244
2021-12-15,84,084015,Agrigento,Cianciana,2599,2530,3073
2021-12-15,84,084016,Agrigento,Comitini,767,749,851
2021-12-15,84,084017,Agrigento,Favara,24870,24165,30523
2021-12-15,84,084018,Agrigento,Grotte,4254,4207,5091
2021-12-15,84,084019,Agrigento,Joppolo Giancaxio,847,835,1057
2021-12-15,84,084020,Agrigento,Lampedusa e Linosa,4709,4524,6058
2021-12-15,84,084021,Agrigento,Licata,24889,23756,33248
2021-12-15,84,084022,Agrigento,Lucca Sicula,1408,1377,1638
2021-12-15,84,084023,Agrigento,Menfi,9255,9026,11382
2021-12-15,84,084024,Agrigento,Montallegro,1845,1810,2285
2021-12-15,84,084025,Agrigento,Montevago,2208,2158,2633
2021-12-15,84,084026,Agrigento,Naro,5416,5283,6866
2021-12-15,84,084027,Agrigento,Palma di Montechiaro,14679,14041,20421
2021-12-15,84,084028,Agrigento,Porto Empedocle,11922,11607,14975
2021-12-15,84,084029,Agrigento,Racalmuto,5852,5770,7335
2021-12-15,84,084030,Agrigento,Raffadali,9803,9551,11757
2021-12-15,84,084031,Agrigento,Ravanusa,7012,6785,10126
2021-12-15,84,084032,Agrigento,Realmonte,3459,3351,4214
2021-12-15,84,084033,Agrigento,Ribera,13878,13499,17393
2021-12-15,84,084034,Agrigento,Sambuca di Sicilia,4544,4433,5308
2021-12-15,84,084035,Agrigento,San Biagio Platani,2369,2294,2848
2021-12-15,84,084036,Agrigento,San Giovanni Gemini,5960,5811,7310
2021-12-15,84,084037,Agrigento,Santa Elisabetta,1773,1712,2098
2021-12-15,84,084038,Agrigento,Santa Margherita di Belice,4832,4715,5896
2021-12-15,84,084039,Agrigento,Sant'Angelo Muxaro,927,900,1156
2021-12-15,84,084040,Agrigento,Santo Stefano Quisquina,3528,3443,4107
2021-12-15,84,084041,Agrigento,Sciacca,32642,32404,37745
2021-12-15,84,084042,Agrigento,Siculiana,3206,3137,4021
2021-12-15,84,084043,Agrigento,Villafranca Sicula,1095,1077,1301
2021-12-15,85,085001,Caltanissetta,Acquaviva Platani,791,775,864
2021-12-15,85,085002,Caltanissetta,Bompensiere,445,433,506
2021-12-15,85,085003,Caltanissetta,Butera,2913,2784,4101
2021-12-15,85,085004,Caltanissetta,Caltanissetta,46353,45153,57696
2021-12-15,85,085005,Caltanissetta,Campofranco,2117,2121,2691
2021-12-15,85,085006,Caltanissetta,Delia,2939,2846,3812
2021-12-15,85,085007,Caltanissetta,Gela,50389,47610,69483
2021-12-15,85,085008,Caltanissetta,Marianopoli,1154,1057,1629
2021-12-15,85,085009,Caltanissetta,Mazzarino,8148,7656,10792
2021-12-15,85,085010,Caltanissetta,Milena,2330,2279,2704
2021-12-15,85,085011,Caltanissetta,Montedoro,1120,1097,1367
2021-12-15,85,085012,Caltanissetta,Mussomeli,8181,8085,9747
2021-12-15,85,085013,Caltanissetta,Niscemi,17690,17002,24025
2021-12-15,85,085014,Caltanissetta,Resuttano,1511,1517,1754
2021-12-15,85,085015,Caltanissetta,Riesi,7510,7227,10223
2021-12-15,85,085016,Caltanissetta,San Cataldo,16851,16385,20440
2021-12-15,85,085017,Caltanissetta,Santa Caterina Villarmosa,3845,3771,4683
2021-12-15,85,085018,Caltanissetta,Serradifalco,4468,4345,5489
2021-12-15,85,085019,Caltanissetta,Sommatino,4934,4810,6250
2021-12-15,85,085020,Caltanissetta,Sutera,1022,1020,1204
2021-12-15,85,085021,Caltanissetta,Vallelunga Pratameno,2348,2234,3097
2021-12-15,85,085022,Caltanissetta,Villalba,1135,1135,1434
2021-12-15,87,087001,Catania,Aci Bonaccorsi,2422,2338,3351
2021-12-15,87,087002,Catania,Aci Castello,12726,12317,17324
2021-12-15,87,087003,Catania,Aci Catena,18833,18032,26858
2021-12-15,87,087005,Catania,Aci Sant'Antonio,12091,11560,16993
2021-12-15,87,087004,Catania,Acireale,35871,34392,48652
2021-12-15,87,087006,Catania,Adrano,22582,21452,32172
2021-12-15,87,087007,Catania,Belpasso,18223,17414,26100
2021-12-15,87,087008,Catania,Biancavilla,16600,15966,21796
2021-12-15,87,087009,Catania,Bronte,13756,13313,17598
2021-12-15,87,087010,Catania,Calatabiano,3622,3470,4929
2021-12-15,87,087011,Catania,Caltagirone,28419,27959,34879
2021-12-15,87,087012,Catania,Camporotondo Etneo,3108,2934,4820
2021-12-15,87,087013,Catania,Castel di Iudica,2955,2786,4164
2021-12-15,87,087014,Catania,Castiglione di Sicilia,2173,2064,2842
2021-12-15,87,087015,Catania,Catania,240534,230231,286999
2021-12-15,87,087016,Catania,Fiumefreddo di Sicilia,6247,5960,8727
2021-12-15,87,087017,Catania,Giarre,18947,18198,25405
2021-12-15,87,087018,Catania,Grammichele,9063,8815,12002
2021-12-15,87,087019,Catania,Gravina di Catania,16160,15573,24047
2021-12-15,87,087020,Catania,Licodia Eubea,2044,1974,2703
2021-12-15,87,087021,Catania,Linguaglossa,3811,3692,4917
2021-12-15,87,087022,Catania,Maletto,2882,2806,3476
2021-12-15,87,087057,Catania,Maniace,2458,2316,3546
2021-12-15,87,087023,Catania,Mascali,9586,9136,13426
2021-12-15,87,087024,Catania,Mascalucia,20737,19854,30150
2021-12-15,87,087056,Catania,Mazzarrone,2955,2843,3728
2021-12-15,87,087025,Catania,Militello in Val di Catania,4864,4727,6530
2021-12-15,87,087026,Catania,Milo,786,771,1008
2021-12-15,87,087027,Catania,Mineo,3743,3640,4831
2021-12-15,87,087028,Catania,Mirabella Imbaccari,3193,3042,4112
2021-12-15,87,087029,Catania,Misterbianco,29958,28469,46253
2021-12-15,87,087030,Catania,Motta Sant'Anastasia,7698,7359,11342
2021-12-15,87,087031,Catania,Nicolosi,4984,4734,7206
2021-12-15,87,087032,Catania,Palagonia,10270,9764,14953
2021-12-15,87,087033,Catania,Paternò,31498,30085,43463
2021-12-15,87,087034,Catania,Pedara,9293,8873,14013
2021-12-15,87,087035,Catania,Piedimonte Etneo,2659,2568,3784
2021-12-15,87,087036,Catania,Raddusa,2060,1973,2758
